Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
EC,25/08/12,Mansfield,Hyde United,1,0,H,1,0,H,9,7,5,2,9,7,4,3,4,0,0,0,1.5,4.33,6,1.45,3.9,6,1.45,3.9,6,1.5,3.7,5,1.4,4,6,1.52,4.5,6.75,1.5,4,5,1.53,4,6.25,1.5,4.4,7,1.44,4,6.5,32,1.53,1.48,4.5,3.93,7,6.08,19,1.8,1.69,2.22,2.1,15,-1,1.91,1.86,2.03,1.99
EC,25/08/12,Nuneaton Town,Cambridge,2,2,D,0,0,D,7,7,3,2,11,8,3,6,0,1,0,0,3.6,3.5,2,3.4,3.2,2,3.4,3.2,2,3.1,3.2,2,3.2,3.2,2,4.09,3.39,2.04,3.5,3.3,2,3.6,3.5,2,4,3.4,2.05,3.5,3.4,1.91,32,4.09,3.47,3.5,3.31,2.1,1.98,26,2.08,1.98,1.86,1.8,14,0.5,1.88,1.84,2.06,2.02
EC,25/08/12,Southport,Tamworth,0,3,A,0,2,A,8,7,4,4,12,11,5,5,1,1,0,0,2.15,3.4,3.25,2.15,3.25,2.95,2.15,3.25,2.95,2.1,3.1,3,2,3.4,3,2.27,3.57,3.24,2.05,3.25,3.1,2.2,3.3,3.2,2.3,3.5,3.2,2.25,3.25,2.88,31,2.3,2.17,3.57,3.27,3.25,3.04,19,1.85,1.76,2.05,1.99,15,-0.25,2,1.97,1.92,1.88
EC,25/08/12,Wrexham,Grimsby,0,0,D,0,0,D,6,2,5,1,4,14,10,3,2,4,1,0,1.91,3.4,4,1.91,3.3,3.5,1.91,3.3,3.5,1.9,3.1,3.5,1.9,3.4,3.25,2.06,3.62,3.71,1.85,3.4,3.5,1.91,3.4,3.6,2,3.5,3.9,1.8,3.4,4,32,2.09,1.95,3.62,3.32,4,3.59,19,1.88,1.79,2.02,1.96,14,-0.5,2.09,2.04,1.85,1.83
EC,27/08/12,AFC Telford United,Stockport,2,2,D,0,1,A,17,7,8,5,8,6,3,4,1,2,0,0,2.5,3.4,2.7,2.3,3.25,2.7,2.3,3.25,2.7,2.4,3.1,2.5,2.5,3.25,2.38,2.49,3.54,2.89,2.4,3.25,2.5,2.4,3.5,2.75,2.45,3.4,2.8,2.3,3.5,2.62,36,2.6,2.45,3.54,3.31,2.89,2.65,22,1.78,1.71,2.14,2.09,19,-0.25,2.25,2.17,1.78,1.73
EC,27/08/12,Alfreton Town,Nuneaton Town,0,3,A,0,0,D,10,7,6,6,10,10,5,6,0,0,0,0,1.83,3.75,4,1.85,3.5,3.5,1.85,3.5,3.5,1.85,3.2,3.5,1.83,3.5,3.4,1.9,3.89,4.04,1.83,3.6,3.3,1.91,3.5,3.75,1.87,3.8,3.9,1.8,3.4,4,35,1.93,1.87,3.89,3.47,4.05,3.75,19,1.64,1.57,2.5,2.32,17,-0.5,1.94,1.9,2.02,1.96
EC,27/08/12,Cambridge,Dartford,1,2,A,0,0,D,8,7,4,5,9,12,8,4,1,1,0,0,1.5,4.1,6.5,1.53,3.75,5.25,1.53,3.75,5.25,1.5,3.7,5,1.5,3.8,5,1.51,4.45,7.1,1.44,4.33,5,1.53,4,6.25,1.55,4.1,6.25,1.57,3.75,5,36,1.57,1.51,4.45,3.9,7.1,6.02,22,1.74,1.69,2.21,2.13,19,-1,1.89,1.84,2.08,2.01
EC,27/08/12,Ebbsfleet,Luton,1,3,A,0,2,A,12,14,7,9,14,24,7,2,1,1,0,0,4.5,3.75,1.73,4,3.6,1.72,4,3.6,1.72,3.6,3.3,1.8,4.33,3.4,1.67,4.94,4.09,1.71,4.2,3.75,1.62,4.5,3.6,1.73,4.6,3.9,1.75,4.5,3.4,1.73,35,5.01,4.4,4.09,3.6,1.8,1.72,19,1.63,1.58,2.37,2.28,19,0.75,2,1.95,1.93,1.9
EC,27/08/12,Gateshead,Lincoln,1,1,D,1,0,H,16,11,9,8,9,8,2,3,1,0,0,0,1.73,3.75,4.5,1.7,3.5,4.25,1.7,3.5,4.25,1.8,3.3,3.6,1.67,3.6,4,1.75,3.96,4.89,1.73,3.75,3.6,1.73,3.6,4.5,1.73,3.8,4.75,1.73,3.4,4.5,35,1.82,1.71,4,3.59,5.06,4.45,21,1.74,1.67,2.25,2.16,18,-0.75,1.94,1.9,2.01,1.95
EC,27/08/12,Grimsby,Mansfield,4,1,H,2,0,H,9,6,5,3,16,20,7,3,3,3,0,1,2.6,3.4,2.63,2.35,3.25,2.65,2.35,3.25,2.65,2.2,3.1,2.8,2.38,3.25,2.5,2.7,3.49,2.67,2.25,3.2,2.75,2.5,3.3,2.63,2.62,3.4,2.7,2.38,3.4,2.62,35,2.68,2.48,3.5,3.28,2.85,2.64,21,1.79,1.68,2.25,2.14,18,0,1.95,1.9,2,1.95
EC,27/08/12,Hyde United,Southport,0,2,A,0,1,A,13,6,7,2,8,16,4,4,2,1,1,1,2.5,3.4,2.7,2.4,3.25,2.6,2.4,3.25,2.6,2.4,3.1,2.5,2.38,3.25,2.5,2.56,3.47,2.84,2.4,3.25,2.5,2.5,3.3,2.75,2.5,3.4,2.8,2.2,3.4,2.88,35,2.56,2.43,3.51,3.29,2.88,2.7,21,1.83,1.72,2.15,2.07,18,0,1.88,1.83,2.09,2.03
EC,27/08/12,Kidderminster,Forest Green,0,1,A,0,0,D,14,14,4,4,10,10,7,8,3,4,0,1,2.7,3.4,2.5,2.5,3.25,2.5,2.5,3.25,2.5,2.45,3.1,2.45,2.5,3.25,2.38,2.83,3.5,2.56,2.4,3.4,2.4,2.75,3.25,2.5,2.8,3.4,2.5,2.75,3.4,2.25,35,2.86,2.68,3.56,3.3,2.56,2.44,21,1.83,1.75,2.1,2.03,18,0,2.11,2.05,1.87,1.81
EC,27/08/12,Macclesfield,Barrow,2,0,H,1,0,H,18,6,13,3,13,14,9,3,2,1,0,0,1.44,4.33,7,1.45,3.8,6.25,1.45,3.8,6.25,1.45,3.8,5.4,1.5,3.6,5.5,1.51,4.48,6.98,1.4,4.33,5.5,1.5,4,6.5,1.53,4.3,6.25,1.5,3.75,6,34,1.5,1.46,4.56,4.04,7.98,6.53,21,1.81,1.75,2.1,2.02,19,-1,1.84,1.79,2.14,2.07
EC,27/08/12,Tamworth,Wrexham,0,1,A,0,1,A,9,11,3,4,11,7,4,7,0,3,1,0,3,3.4,2.3,2.85,3.3,2.2,2.85,3.3,2.2,2.8,3.1,2.2,2.62,3.3,2.25,3.3,3.53,2.25,2.8,3.3,2.15,3,3.4,2.25,3.2,3.4,2.25,2.8,3.25,2.3,35,3.3,2.96,3.53,3.31,2.3,2.22,21,1.84,1.74,2.2,2.05,19,0.25,1.97,1.92,1.97,1.93
EC,28/08/12,Newport County,Hereford,2,0,H,0,0,D,6,5,4,3,20,12,5,6,6,1,0,0,2.5,3.4,2.7,2.4,3.25,2.6,2.4,3.25,2.6,2.2,3.1,2.8,2.1,3.3,2.88,,,,2,3.3,3.1,2.5,3.4,2.63,2.4,3.3,3,2.25,3.4,2.88,27,2.5,2.34,3.4,3.29,3.1,2.74,18,1.81,1.71,2.15,2.08,14,0,1.82,1.79,2.11,2.07
EC,28/08/12,Woking,Braintree Town,1,4,A,1,1,D,5,9,2,4,10,12,9,2,3,1,0,0,2,3.6,3.5,2,3.4,3.2,2,3.4,3.2,2,3.2,3.1,1.83,3.4,3.5,,,,1.83,3.4,3.5,2.05,3.5,3.5,2.05,3.6,3.5,2,3.4,3.25,27,2.05,1.97,3.6,3.42,3.6,3.37,18,1.75,1.66,2.3,2.16,11,-0.5,2.05,1.99,1.87,1.84
EC,01/09/12,Barrow,Kidderminster,1,1,D,0,1,A,12,5,9,3,8,9,10,5,1,1,0,0,2.8,3.4,2.4,2.7,3,2.45,2.7,3,2.45,2.6,3.1,2.3,2.38,3.25,2.5,3.08,3.36,2.45,3,3.1,2.3,2.88,3.13,2.4,3,3.3,2.55,2.6,3.4,2.4,31,3.08,2.8,3.4,3.22,2.6,2.41,25,2.11,2.03,1.84,1.77,15,0,2.2,2.15,1.78,1.74
EC,01/09/12,Braintree Town,Tamworth,2,1,H,1,1,D,8,7,1,2,2,1,7,1,0,4,0,0,2.3,3.4,3,2.35,3.25,2.65,2.35,3.25,2.65,2.3,3.1,2.6,2.38,3.25,2.5,2.44,3.51,2.98,2.38,3.3,2.75,2.38,3.3,2.88,2.55,3.4,2.9,2.4,3.3,2.6,31,2.6,2.38,3.51,3.31,3,2.74,17,1.75,1.69,2.2,2.11,16,-0.25,2.16,2.1,1.82,1.77
EC,01/09/12,Dartford,Alfreton Town,5,1,H,3,0,H,7,2,5,1,8,10,6,5,0,1,0,0,2.25,3.5,3,2.3,3.3,2.7,2.3,3.3,2.7,2.3,3.1,2.6,2.2,3.25,2.75,2.4,3.5,3.05,2.3,3.4,2.75,2.38,3.4,2.88,2.4,3.5,3.1,2.25,3.4,2.75,30,2.45,2.3,3.5,3.34,3.1,2.84,17,1.75,1.68,2.2,2.11,16,-0.25,2.08,2.02,1.89,1.84
EC,01/09/12,Forest Green,Hyde United,3,1,H,2,0,H,7,11,5,5,6,4,6,6,2,3,0,0,1.53,4,6,1.5,3.6,6,1.5,3.6,6,1.5,3.7,5,1.4,4,6,1.55,4.07,7.2,1.55,3.6,6,1.53,3.8,6.25,1.55,4,7,1.5,4,5.5,31,1.57,1.52,4.07,3.82,7.2,6.08,25,2.06,1.96,1.91,1.84,16,-1,2.02,1.98,1.93,1.88
EC,01/09/12,Hereford,Grimsby,0,2,A,0,2,A,10,7,4,3,7,8,3,3,2,1,0,0,2,3.6,3.5,2,3.25,3.3,2,3.25,3.3,2,3.2,3.1,2,3.2,3.2,2.23,3.52,3.37,2.15,3.3,3.1,2.1,3.4,3.25,2.2,3.5,3.4,1.91,3.4,3.5,31,2.23,2.1,3.6,3.34,3.5,3.24,17,1.84,1.74,2.06,2.03,15,-0.5,2.23,2.18,1.76,1.73
EC,01/09/12,Lincoln,Ebbsfleet,1,1,D,1,0,H,11,10,4,6,6,6,5,9,0,0,0,0,1.91,3.6,3.8,1.9,3.4,3.5,1.9,3.4,3.5,1.9,3.2,3.4,1.91,3.25,3.4,2.02,3.77,3.7,2,3.5,3.3,1.95,3.4,3.6,2,3.7,3.9,1.8,3.4,4,31,2.05,1.94,3.77,3.44,4,3.58,17,1.63,1.58,2.38,2.32,12,-0.5,2.02,1.98,1.91,1.87
EC,01/09/12,Luton,Macclesfield,4,1,H,2,0,H,14,9,9,2,9,11,4,4,1,2,0,0,1.91,3.6,3.75,1.83,3.3,3.8,1.83,3.3,3.8,1.9,3.2,3.4,1.73,3.5,3.75,1.96,3.7,4,1.91,3.5,3.6,1.95,3.5,3.75,2,3.7,4,1.8,3.4,4,31,2,1.91,3.7,3.44,4,3.73,17,1.88,1.73,2.1,2.04,12,-0.5,2,1.95,1.96,1.9
EC,01/09/12,Mansfield,Woking,3,1,H,2,0,H,13,12,10,8,13,8,4,6,1,1,0,0,1.73,3.75,4.5,1.7,3.6,4.1,1.7,3.6,4.1,1.7,3.4,3.9,1.62,3.6,4.33,1.79,3.99,4.48,1.75,3.75,4,1.73,3.75,4.33,1.8,4,4.5,1.73,3.4,4.5,31,1.8,1.74,4,3.62,4.5,4.27,17,1.63,1.58,2.4,2.31,16,-0.75,2.05,2,1.9,1.86
EC,01/09/12,Nuneaton Town,Gateshead,0,1,A,0,0,D,9,9,3,5,14,12,4,7,3,1,0,0,3,3.6,2.2,2.75,3.3,2.25,2.75,3.3,2.25,2.8,3.1,2.2,2.62,3.3,2.25,3.21,3.64,2.25,2.9,3.6,2.15,3,3.3,2.3,3.2,3.6,2.3,2.75,3.4,2.25,31,3.25,2.97,3.64,3.36,2.3,2.22,17,1.63,1.58,2.4,2.31,16,0.25,1.97,1.93,1.97,1.93
EC,01/09/12,Southport,AFC Telford United,0,3,A,0,1,A,5,8,2,2,4,9,8,4,0,1,0,0,2.25,3.5,3,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3.1,2.8,2,3.6,2.88,2.24,3.47,3.4,2.15,3.3,3.1,2.25,3.25,3.13,2.3,3.4,3.3,2.25,3.4,2.75,31,2.3,2.22,3.6,3.31,3.4,3.01,25,1.98,1.9,1.96,1.89,15,-0.25,1.99,1.94,1.98,1.92
EC,01/09/12,Stockport,Cambridge,1,1,D,1,1,D,8,6,2,3,7,7,11,1,0,2,0,0,2.7,3.4,2.5,2.55,3.1,2.5,2.55,3.1,2.5,2.45,3.1,2.45,2.5,3.2,2.5,2.77,3.4,2.66,2.62,3.25,2.5,2.63,3.3,2.6,2.75,3.4,2.7,2.5,3.3,2.5,30,2.8,2.62,3.4,3.25,2.66,2.53,25,1.97,1.89,1.98,1.91,15,0,2.02,1.98,1.92,1.89
EC,01/09/12,Wrexham,Newport County,2,0,H,1,0,H,6,5,4,2,11,17,6,5,2,2,0,0,2.1,3.5,3.25,2,3.1,3.5,2,3.1,3.5,2,3.2,3.1,2.1,3.2,3,2.13,3.59,3.53,2.05,3.25,3.4,2.1,3.3,3.5,2.15,3.6,3.5,2,3.4,3.25,31,2.15,2.08,3.6,3.31,3.53,3.31,25,2.04,1.95,1.91,1.84,11,-0.25,1.86,1.81,2.11,2.04
EC,04/09/12,Barrow,Grimsby,2,2,D,1,0,H,8,8,4,3,7,14,5,4,1,2,0,0,3.75,3.6,1.91,3.7,3.2,1.9,3.7,3.2,1.9,3.1,3.2,2,3.1,3.3,2,3.96,3.53,2.02,3.8,3.4,1.95,3.6,3.4,2,3.9,3.5,1.95,3.75,3.6,1.8,37,4.2,3.73,3.63,3.4,2,1.93,31,2.04,1.97,1.89,1.81,11,0.5,1.96,1.91,1.98,1.94
EC,04/09/12,Braintree Town,Kidderminster,1,1,D,1,0,H,6,13,3,5,5,7,6,2,2,2,0,0,2.63,3.2,2.7,2.4,3.2,2.65,2.4,3.2,2.65,2.4,3.1,2.5,2.38,3.2,2.6,2.63,3.53,2.73,2.7,3.1,2.7,2.5,3.25,2.75,2.62,3.4,2.62,2.3,3.4,2.6,37,2.68,2.52,3.58,3.26,2.75,2.64,30,1.92,1.86,2,1.93,20,0,1.96,1.91,1.98,1.93
EC,04/09/12,Dartford,Newport County,2,1,H,0,0,D,9,10,8,5,6,8,5,5,0,0,0,0,2.9,3.5,2.3,2.75,3.4,2.2,2.75,3.4,2.2,2.8,3.1,2.2,2.62,3.4,2.2,2.89,3.7,2.42,2.9,3.5,2.3,2.88,3.4,2.3,2.9,3.6,2.38,2.8,3.4,2.25,36,2.9,2.75,3.72,3.39,2.52,2.36,19,1.65,1.57,2.4,2.32,18,-0.25,1.8,1.75,2.18,2.12
EC,04/09/12,Forest Green,Ebbsfleet,4,1,H,4,1,H,12,7,5,5,8,13,7,4,0,2,0,0,1.5,4,7,1.44,4.1,5.75,1.44,4.1,5.75,1.5,3.7,5,1.36,4,7,1.51,4.46,6.94,1.5,4,7,1.5,4,6.5,1.53,4.3,6.25,1.5,3.75,6,37,1.53,1.47,4.47,4.01,7,6.52,19,1.65,1.57,2.4,2.32,20,-1,1.87,1.82,2.08,2.02
EC,04/09/12,Hereford,Woking,2,1,H,2,0,H,15,22,7,12,8,6,8,13,1,0,0,0,1.73,3.75,4.5,1.67,3.7,4.2,1.67,3.7,4.2,1.7,3.4,3.9,1.62,3.6,4.33,1.79,4.01,4.53,1.8,3.6,4.33,1.73,3.8,4.5,1.75,3.9,4.4,1.62,3.75,4.5,37,1.8,1.71,4.01,3.65,5,4.4,19,1.62,1.57,2.4,2.32,19,-0.75,2.01,1.95,1.94,1.89
EC,04/09/12,Lincoln,Alfreton Town,1,2,A,1,0,H,7,7,4,4,6,9,1,5,1,3,0,0,1.91,3.6,3.75,1.8,3.5,3.7,1.8,3.5,3.7,1.9,3.2,3.4,1.8,3.4,3.6,2.05,3.81,3.57,2.05,3.6,3.4,1.95,3.4,3.75,2,3.7,3.6,1.8,3.4,3.75,37,1.99,1.91,3.97,3.49,4,3.66,20,1.67,1.62,2.3,2.21,18,-0.5,1.98,1.92,1.97,1.93
EC,04/09/12,Luton,Cambridge,3,2,H,1,1,D,8,3,5,3,13,8,10,5,2,0,0,0,1.67,3.75,5,1.65,3.6,4.4,1.65,3.6,4.4,1.65,3.4,4.2,1.62,3.5,4.5,1.7,3.98,5.2,1.73,3.5,5,1.67,3.8,4.8,1.7,3.9,5,1.62,3.75,4.5,37,1.73,1.67,4.02,3.65,5.07,4.75,20,1.77,1.68,2.2,2.11,19,-0.75,1.99,1.93,1.97,1.91
EC,04/09/12,Mansfield,Tamworth,2,0,H,1,0,H,10,9,5,4,14,14,6,5,2,3,0,0,1.62,3.8,5.5,1.56,3.8,4.75,1.56,3.8,4.75,1.65,3.4,4.2,1.62,3.5,4.5,1.69,4.15,5.05,1.67,3.8,5,1.67,3.8,4.8,1.65,4,5.25,1.67,3.6,4.5,37,1.7,1.63,4.15,3.76,5.5,4.88,19,1.67,1.56,2.4,2.35,19,-0.75,1.88,1.83,2.07,2.01
EC,04/09/12,Nuneaton Town,AFC Telford United,3,1,H,1,1,D,13,8,7,3,8,11,7,5,1,3,0,0,2.6,3.25,2.7,2.4,3.25,2.6,2.4,3.25,2.6,2.45,3.1,2.45,2.38,3.25,2.5,2.64,3.57,2.7,2.7,3.1,2.7,2.63,3.25,2.6,2.7,3.4,2.6,2.8,3.3,2.3,37,2.7,2.57,3.57,3.25,2.73,2.58,20,1.8,1.69,2.2,2.1,20,0,1.98,1.92,1.97,1.91
EC,04/09/12,Southport,Gateshead,2,1,H,0,0,D,9,15,3,8,10,4,1,5,0,2,0,0,3.1,3.5,2.2,2.75,3.3,2.25,2.75,3.3,2.25,2.6,3.1,2.3,2.7,3.25,2.25,3.25,3.51,2.29,3.2,3.2,2.3,3,3.3,2.25,3.2,3.4,2.25,3,3.4,2.1,37,3.29,3,3.59,3.29,2.32,2.24,20,1.77,1.69,2.15,2.09,19,0.25,1.95,1.9,2.02,1.94
EC,04/09/12,Stockport,Macclesfield,3,4,A,2,2,D,10,16,8,9,13,9,8,11,4,1,0,0,3,3.4,2.3,2.7,3.2,2.35,2.7,3.2,2.35,2.5,3.1,2.4,2.4,3.4,2.4,3.09,3.54,2.36,3.1,3.1,2.38,2.8,3.3,2.4,3,3.5,2.3,2.75,3.4,2.25,37,3.1,2.85,3.54,3.29,2.4,2.34,20,1.81,1.72,2.1,2.04,18,0.25,1.87,1.83,2.06,2.01
EC,04/09/12,Wrexham,Hyde United,2,0,H,0,0,D,6,10,1,0,13,15,7,1,5,2,0,1,1.4,4.33,8.5,1.4,4,6.75,1.4,4,6.75,1.4,3.9,6,1.4,4,6.5,1.41,4.81,8.64,1.4,4.33,8,1.4,4.33,7.5,1.4,4.6,8.5,1.44,3.75,7,37,1.42,1.39,4.95,4.27,8.6,7.62,20,1.81,1.71,2.1,2.07,19,-1.25,1.99,1.94,1.96,1.9
